None,ticker,date,closeadj
58732,AMZN,2021-04-14,3333.0
58733,AMZN,2021-04-13,3400.0
58734,AMZN,2021-04-12,3379.39
58735,AMZN,2021-04-09,3372.2
58736,AMZN,2021-04-08,3299.3
58737,AMZN,2021-04-07,3279.39
58738,AMZN,2021-04-06,3223.82
58739,AMZN,2021-04-05,3226.73
58740,AMZN,2021-04-01,3161.0
58741,AMZN,2021-03-31,3094.08
58742,AMZN,2021-03-30,3055.29
58743,AMZN,2021-03-29,3075.73
58744,AMZN,2021-03-26,3052.03
58745,AMZN,2021-03-25,3046.26
58746,AMZN,2021-03-24,3087.07
58747,AMZN,2021-03-23,3137.5
58748,AMZN,2021-03-22,3110.87
58749,AMZN,2021-03-19,3074.96
58750,AMZN,2021-03-18,3027.99
58751,AMZN,2021-03-17,3135.73
58752,AMZN,2021-03-16,3091.86
58753,AMZN,2021-03-15,3081.68
58754,AMZN,2021-03-12,3089.49
58755,AMZN,2021-03-11,3113.59
58756,AMZN,2021-03-10,3057.64
58757,AMZN,2021-03-09,3062.85
58758,AMZN,2021-03-08,2951.95
58759,AMZN,2021-03-05,3000.46
58760,AMZN,2021-03-04,2977.57
58761,AMZN,2021-03-03,3005.0
58762,AMZN,2021-03-02,3094.53
58763,AMZN,2021-03-01,3146.14
58764,AMZN,2021-02-26,3092.93
58765,AMZN,2021-02-25,3057.16
58766,AMZN,2021-02-24,3159.53
58767,AMZN,2021-02-23,3194.5
58768,AMZN,2021-02-22,3180.74
58769,AMZN,2021-02-19,3249.9
58770,AMZN,2021-02-18,3328.23
58771,AMZN,2021-02-17,3308.64
58772,AMZN,2021-02-16,3268.95
58773,AMZN,2021-02-12,3277.71
58774,AMZN,2021-02-11,3262.13
58775,AMZN,2021-02-10,3286.58
58776,AMZN,2021-02-09,3305.0
58777,AMZN,2021-02-08,3322.94
58778,AMZN,2021-02-05,3352.15
58779,AMZN,2021-02-04,3331.0
58780,AMZN,2021-02-03,3312.53
58781,AMZN,2021-02-02,3380.0
58782,AMZN,2021-02-01,3342.88
58783,AMZN,2021-01-29,3206.2
58784,AMZN,2021-01-28,3237.62
58785,AMZN,2021-01-27,3232.58
58786,AMZN,2021-01-26,3326.13
58787,AMZN,2021-01-25,3294.0
58788,AMZN,2021-01-22,3292.23
58789,AMZN,2021-01-21,3306.99
58790,AMZN,2021-01-20,3263.38
58791,AMZN,2021-01-19,3120.76
58792,AMZN,2021-01-15,3104.25
58793,AMT,2021-07-15,281.28
58794,AMT,2021-07-14,281.37
58795,AMT,2021-07-13,278.53
58796,AMT,2021-07-12,279.99
58797,AMT,2021-07-09,278.45
58798,AMT,2021-07-08,277.92
58799,AMT,2021-07-07,278.17
58800,AMT,2021-07-06,275.73
58801,AMT,2021-07-02,272.87
58802,AMT,2021-07-01,270.33
58803,AMT,2021-06-30,270.14
58804,AMT,2021-06-29,272.79
58805,AMT,2021-06-28,271.79
58806,AMT,2021-06-25,266.54
58807,AMT,2021-06-24,264.15
58808,AMT,2021-06-23,264.22
58809,AMT,2021-06-22,266.61
58810,AMT,2021-06-21,267.74
58811,AMT,2021-06-18,265.94
58812,AMT,2021-06-17,269.51
58813,AMT,2021-06-16,265.28
58814,AMT,2021-06-15,269.201
58815,AMT,2021-06-14,269.669
58816,AMT,2021-06-11,267.091
58817,AMT,2021-06-10,269.55
58818,AMT,2021-06-09,265.758
58819,AMT,2021-06-08,264.772
58820,AMT,2021-06-07,267.37
58821,AMT,2021-06-04,264.036
58822,AMT,2021-06-03,262.115
58823,AMT,2021-06-02,261.697
58824,AMT,2021-06-01,257.357
58825,AMT,2021-05-28,254.262
58826,AMT,2021-05-27,252.918
58827,AMT,2021-05-26,253.267
58828,AMT,2021-05-25,252.182
58829,AMT,2021-05-24,251.594
58830,AMT,2021-05-21,248.778
58831,AMT,2021-05-20,249.644
58832,AMT,2021-05-19,244.886
58833,AMT,2021-05-18,245.195
58834,AMT,2021-05-17,244.737
58835,AMT,2021-05-14,245.603
58836,AMT,2021-05-13,242.856
58837,AMT,2021-05-12,240.825
58838,AMT,2021-05-11,246.16
58839,AMT,2021-05-10,247.454
58840,AMT,2021-05-07,246.329
58841,AMT,2021-05-06,242.876
58842,AMT,2021-05-05,247.434
58843,AMT,2021-05-04,247.713
58844,AMT,2021-05-03,251.236
58845,AMT,2021-04-30,253.575
58846,AMT,2021-04-29,249.236
58847,AMT,2021-04-28,250.768
58848,AMT,2021-04-27,251.306
58849,AMT,2021-04-26,251.803
58850,AMT,2021-04-23,252.849
58851,AMT,2021-04-22,250.36
58852,AMT,2021-04-21,250.997
58853,AMT,2021-04-20,251.485
58854,AMT,2021-04-19,247.374
58855,AMT,2021-04-16,247.454
58856,AMT,2021-04-15,246.001
58857,AMT,2021-04-14,240.546
58858,AMT,2021-04-13,241.87
58859,AMT,2021-04-12,240.367
58860,AMT,2021-04-09,238.04
58861,AMT,2021-04-08,238.753
58862,AMT,2021-04-07,242.318
58863,AMT,2021-04-06,241.199
58864,AMT,2021-04-05,242.358
58865,AMT,2021-04-01,237.714
58866,AMT,2021-03-31,236.723
58867,AMT,2021-03-30,234.832
58868,AMT,2021-03-29,239.466
58869,AMT,2021-03-26,236.486
58870,AMT,2021-03-25,224.999
58871,AMT,2021-03-24,224.781
58872,AMT,2021-03-23,227.603
58873,AMT,2021-03-22,223.623
58874,AMT,2021-03-19,219.691
58875,AMT,2021-03-18,220.335
58876,AMT,2021-03-17,220.989
58877,AMT,2021-03-16,220.662
58878,AMT,2021-03-15,216.354
58879,AMT,2021-03-12,213.097
58880,AMT,2021-03-11,211.809
58881,AMT,2021-03-10,202.422
58882,AMT,2021-03-09,200.719
58883,AMT,2021-03-08,196.718
58884,AMT,2021-03-05,198.045
58885,AMT,2021-03-04,199.223
58886,AMT,2021-03-03,200.927
58887,AMT,2021-03-02,206.769
58888,AMT,2021-03-01,211.68
58889,AMT,2021-02-26,214.017
58890,AMT,2021-02-25,222.553
58891,AMT,2021-02-24,222.583
58892,AMT,2021-02-23,220.989
58893,AMT,2021-02-22,222.87
58894,AMT,2021-02-19,224.157
58895,AMT,2021-02-18,226.029
58896,AMT,2021-02-17,224.098
58897,AMT,2021-02-16,222.781
58898,AMT,2021-02-12,224.969
58899,AMT,2021-02-11,225.593
58900,AMT,2021-02-10,229.396
58901,AMT,2021-02-09,229.396
58902,AMT,2021-02-08,230.515
58903,AMT,2021-02-05,230.713
58904,AMT,2021-02-04,229.93
58905,AMT,2021-02-03,230.039
58906,AMT,2021-02-02,233.842
58907,AMT,2021-02-01,233.267
58908,AMT,2021-01-29,225.138
58909,AMT,2021-01-28,226.078
58910,AMT,2021-01-27,226.821
58911,AMT,2021-01-26,230.019
58912,AMT,2021-01-25,225.286
58913,AMT,2021-01-22,221.731
58914,AMT,2021-01-21,220.028
58915,AMT,2021-01-20,220.602
58916,AMT,2021-01-19,214.76
58917,AMT,2021-01-15,217.741
58918,AMP,2021-07-15,248.86
58919,AMP,2021-07-14,246.85
58920,AMP,2021-07-13,249.6
58921,AMP,2021-07-12,251.65
58922,AMP,2021-07-09,248.95
58923,AMP,2021-07-08,241.33
58924,AMP,2021-07-07,248.93
58925,AMP,2021-07-06,247.19
58926,AMP,2021-07-02,250.92
58927,AMP,2021-07-01,250.99
58928,AMP,2021-06-30,248.88
58929,AMP,2021-06-29,248.19
58930,AMP,2021-06-28,246.57
58931,AMP,2021-06-25,248.64
58932,AMP,2021-06-24,245.44
58933,AMP,2021-06-23,243.07
58934,AMP,2021-06-22,242.97
58935,AMP,2021-06-21,241.35
58936,AMP,2021-06-18,236.66
58937,AMP,2021-06-17,244.96
58938,AMP,2021-06-16,253.61
58939,AMP,2021-06-15,254.92
58940,AMP,2021-06-14,254.62
58941,AMP,2021-06-11,258.56
58942,AMP,2021-06-10,257.32
58943,AMP,2021-06-09,260.72
58944,AMP,2021-06-08,263.91
58945,AMP,2021-06-07,264.86
58946,AMP,2021-06-04,265.41
58947,AMP,2021-06-03,263.82
58948,AMP,2021-06-02,262.69
58949,AMP,2021-06-01,262.28
58950,AMP,2021-05-28,259.84
58951,AMP,2021-05-27,260.3
58952,AMP,2021-05-26,255.73
58953,AMP,2021-05-25,253.5
58954,AMP,2021-05-24,254.71
58955,AMP,2021-05-21,254.27
58956,AMP,2021-05-20,252.74
58957,AMP,2021-05-19,252.26
58958,AMP,2021-05-18,252.78
58959,AMP,2021-05-17,257.15
58960,AMP,2021-05-14,258.34
58961,AMP,2021-05-13,253.92
58962,AMP,2021-05-12,250.84
58963,AMP,2021-05-11,258.15
58964,AMP,2021-05-10,264.1
58965,AMP,2021-05-07,265.65
58966,AMP,2021-05-06,262.483
58967,AMP,2021-05-05,260.143
58968,AMP,2021-05-04,256.439
58969,AMP,2021-05-03,256.758
58970,AMP,2021-04-30,257.305
58971,AMP,2021-04-29,259.735
58972,AMP,2021-04-28,255.533
58973,AMP,2021-04-27,255.443
58974,AMP,2021-04-26,246.452
58975,AMP,2021-04-23,248.085
58976,AMP,2021-04-22,241.871
58977,AMP,2021-04-21,246.282
58978,AMP,2021-04-20,241.353
58979,AMP,2021-04-19,245.665
58980,AMP,2021-04-16,247.716
58981,AMP,2021-04-15,246.472
58982,AMP,2021-04-14,245.884
58983,AMP,2021-04-13,242.259
58984,AMP,2021-04-12,244.629
58985,AMP,2021-04-09,239.77
58986,AMP,2021-04-08,236.056
58987,AMP,2021-04-07,237.082
58988,AMP,2021-04-06,235.429
58989,AMP,2021-04-05,237.271
58990,AMP,2021-04-01,234.413
58991,AMP,2021-03-31,231.465
58992,AMP,2021-03-30,231.814
58993,AMP,2021-03-29,228.309
58994,AMP,2021-03-26,231.595
58995,AMP,2021-03-25,226.726
58996,AMP,2021-03-24,221.528
58997,AMP,2021-03-23,220.631
58998,AMP,2021-03-22,228.209
58999,AMP,2021-03-19,227.462
59000,AMP,2021-03-18,225.939
59001,AMP,2021-03-17,224.535
59002,AMP,2021-03-16,220.183
59003,AMP,2021-03-15,227.164
59004,AMP,2021-03-12,224.535
59005,AMP,2021-03-11,225.58
59006,AMP,2021-03-10,224.694
59007,AMP,2021-03-09,222.553
59008,AMP,2021-03-08,223.121
59009,AMP,2021-03-05,221.358
59010,AMP,2021-03-04,216.32
59011,AMP,2021-03-03,222.743
59012,AMP,2021-03-02,224.834
59013,AMP,2021-03-01,228.11
59014,AMP,2021-02-26,220.303
59015,AMP,2021-02-25,222.991
59016,AMP,2021-02-24,231.117
59017,AMP,2021-02-23,225.541
59018,AMP,2021-02-22,224.923
59019,AMP,2021-02-19,223.539
59020,AMP,2021-02-18,213.293
59021,AMP,2021-02-17,217.465
59022,AMP,2021-02-16,219.257
59023,AMP,2021-02-12,217.156
59024,AMP,2021-02-11,213.791
59025,AMP,2021-02-10,213.107
59026,AMP,2021-02-09,212.72
59027,AMP,2021-02-08,211.383
59028,AMP,2021-02-05,209.153
59029,AMP,2021-02-04,207.419
59030,AMP,2021-02-03,200.036
59031,AMP,2021-02-02,203.237
59032,AMP,2021-02-01,199.025
59033,AMP,2021-01-29,196.082
59034,AMP,2021-01-28,204.793
59035,AMP,2021-01-27,199.64
59036,AMP,2021-01-26,209.361
59037,AMP,2021-01-25,209.698
59038,AMP,2021-01-22,209.876
59039,AMP,2021-01-21,210.025
59040,AMP,2021-01-20,211.234
59041,AMP,2021-01-19,211.065
59042,AMP,2021-01-15,206.398
59043,AMGN,2021-07-15,246.63
59044,AMGN,2021-07-14,244.7
59045,AMGN,2021-07-13,244.83
59046,AMGN,2021-07-12,244.37
59047,AMGN,2021-07-09,245.2
59048,AMGN,2021-07-08,244.28
59049,AMGN,2021-07-07,243.22
59050,AMGN,2021-07-06,243.65
59051,AMGN,2021-07-02,248.7
59052,AMGN,2021-07-01,246.9
59053,AMGN,2021-06-30,243.75
59054,AMGN,2021-06-29,242.46
59055,AMGN,2021-06-28,242.84
59056,AMGN,2021-06-25,242.68
59057,AMGN,2021-06-24,240.95
59058,AMGN,2021-06-23,238.71
59059,AMGN,2021-06-22,239.91
59060,AMGN,2021-06-21,240.24
59061,AMGN,2021-06-18,238.68
59062,AMGN,2021-06-17,240.76
59063,AMGN,2021-06-16,239.58
59064,AMGN,2021-06-15,239.85
59065,AMGN,2021-06-14,241.19
59066,AMGN,2021-06-11,242.77
59067,AMGN,2021-06-10,244.64
59068,AMGN,2021-06-09,239.52
59069,AMGN,2021-06-08,236.82
59070,AMGN,2021-06-07,237.19
59071,AMGN,2021-06-04,236.85
59072,AMGN,2021-06-03,235.74
59073,AMGN,2021-06-02,235.16
59074,AMGN,2021-06-01,233.58
59075,AMGN,2021-05-28,237.94
59076,AMGN,2021-05-27,235.31
59077,AMGN,2021-05-26,238.55
59078,AMGN,2021-05-25,242.0
59079,AMGN,2021-05-24,247.75
59080,AMGN,2021-05-21,251.01
59081,AMGN,2021-05-20,251.93
59082,AMGN,2021-05-19,248.63
59083,AMGN,2021-05-18,250.86
59084,AMGN,2021-05-17,252.38
59085,AMGN,2021-05-14,251.38
59086,AMGN,2021-05-13,250.317
59087,AMGN,2021-05-12,249.086
59088,AMGN,2021-05-11,250.546
59089,AMGN,2021-05-10,250.864
59090,AMGN,2021-05-07,252.443
59091,AMGN,2021-05-06,249.553
59092,AMGN,2021-05-05,247.616
59093,AMGN,2021-05-04,245.64
59094,AMGN,2021-05-03,243.674
59095,AMGN,2021-04-30,237.974
59096,AMGN,2021-04-29,233.078
59097,AMGN,2021-04-28,235.064
59098,AMGN,2021-04-27,253.356
59099,AMGN,2021-04-26,253.743
59100,AMGN,2021-04-23,255.243
59101,AMGN,2021-04-22,253.277
59102,AMGN,2021-04-21,256.981
59103,AMGN,2021-04-20,257.338
59104,AMGN,2021-04-19,254.19
59105,AMGN,2021-04-16,253.932
59106,AMGN,2021-04-15,253.356
59107,AMGN,2021-04-14,247.884
59108,AMGN,2021-04-13,248.212
59109,AMGN,2021-04-12,247.209
59110,AMGN,2021-04-09,247.219
59111,AMGN,2021-04-08,245.164
59112,AMGN,2021-04-07,246.395
59113,AMGN,2021-04-06,247.368
59114,AMGN,2021-04-05,250.268
59115,AMGN,2021-04-01,247.438
59116,AMGN,2021-03-31,247.08
59117,AMGN,2021-03-30,248.014
59118,AMGN,2021-03-29,253.187
59119,AMGN,2021-03-26,251.102
59120,AMGN,2021-03-25,244.538
59121,AMGN,2021-03-24,243.763
59122,AMGN,2021-03-23,243.336
59123,AMGN,2021-03-22,247.954
59124,AMGN,2021-03-19,244.23
59125,AMGN,2021-03-18,242.721
59126,AMGN,2021-03-17,242.572
59127,AMGN,2021-03-16,238.649
59128,AMGN,2021-03-15,234.319
59129,AMGN,2021-03-12,228.758
59130,AMGN,2021-03-11,229.563
59131,AMGN,2021-03-10,228.361
59132,AMGN,2021-03-09,227.398
59133,AMGN,2021-03-08,226.226
59134,AMGN,2021-03-05,226.147
59135,AMGN,2021-03-04,220.367
59136,AMGN,2021-03-03,222.383
59137,AMGN,2021-03-02,224.121
59138,AMGN,2021-03-01,225.461
59139,AMGN,2021-02-26,223.356
59140,AMGN,2021-02-25,225.938
59141,AMGN,2021-02-24,228.391
59142,AMGN,2021-02-23,230.844
59143,AMGN,2021-02-22,229.861
59144,AMGN,2021-02-19,230.079
59145,AMGN,2021-02-18,230.913
59146,AMGN,2021-02-17,233.972
59147,AMGN,2021-02-16,231.221
59148,AMGN,2021-02-12,235.561
59149,AMGN,2021-02-11,233.406
59150,AMGN,2021-02-10,235.042
59151,AMGN,2021-02-09,233.258
59152,AMGN,2021-02-08,234.165
59153,AMGN,2021-02-05,232.933
59154,AMGN,2021-02-04,233.82
59155,AMGN,2021-02-03,233.682
59156,AMGN,2021-02-02,237.043
59157,AMGN,2021-02-01,236.984
59158,AMGN,2021-01-29,237.969
59159,AMGN,2021-01-28,244.199
59160,AMGN,2021-01-27,247.461
59161,AMGN,2021-01-26,254.893
59162,AMGN,2021-01-25,253.415
59163,AMGN,2021-01-22,249.866
59164,AMGN,2021-01-21,248.418
59165,AMGN,2021-01-20,248.743
59166,AMGN,2021-01-19,244.711
59167,AMGN,2021-01-15,241.971
59168,AME,2021-07-15,135.73
59169,AME,2021-07-14,134.82
59170,AME,2021-07-13,135.01
59171,AME,2021-07-12,136.3
59172,AME,2021-07-09,135.47
59173,AME,2021-07-08,133.03
59174,AME,2021-07-07,135.28
59175,AME,2021-07-06,133.0
59176,AME,2021-07-02,134.94
59177,AME,2021-07-01,133.94
59178,AME,2021-06-30,133.5
59179,AME,2021-06-29,132.98
59180,AME,2021-06-28,133.23
59181,AME,2021-06-25,133.65
